==== 2026-05-03T21:56:44-04:00 guarded docker run start ====
command: docker run --rm --name matrix-route-t32-reuse-c1024 --runtime=nvidia --gpus all --memory 112g --memory-swap 120g -v /home/cole/deepseek-v4-flash-dgx-spark:/repo:ro -v /home/cole/models/deepseek-v4-flash/hf:/model:ro -v /home/cole/runs/deepseek-v4-flash:/runs -e PYTHONPATH=/repo:/repo/spark_runtime:/model/inference -e PYTHONDONTWRITEBYTECODE=1 -e DEEPSEEK_SPARK_MODEL_DIR=/model -e DEEPSEEK_SPARK_MANIFEST_CSV=/repo/results/spark-66c9/weight-manifest.csv -e DEEPSEEK_SPARK_TELEMETRY_JSONL=/runs/matrix-route-t32-reuse-c1024.jsonl -e DEEPSEEK_SPARK_POSTFILL_MODE=deferred -e DEEPSEEK_SPARK_EXPERT_CACHE_ENTRIES=1024 -e DEEPSEEK_SPARK_EXPERT_CACHE_POLICY=layer_lru -e DEEPSEEK_SPARK_EXPERT_CACHE_LAYER_COUNT=43 -e DEEPSEEK_SPARK_PACKED_EXPERT_LAYOUT=/runs/packed-route-e018/layout.json -e DEEPSEEK_SPARK_NATIVE_BUILD_DIR=/runs/torch-extensions/native-packed-loader -e DEEPSEEK_SPARK_PACKED_REUSE_STAGING=1 --entrypoint /bin/bash deepseek-v4-flash-spark:tilelang -lc 'cd /repo && python3 /repo/scripts/probe_server_http.py --prompt "Hello" --max-tokens 32 --skip-chat'
guard: memory=112g memory_swap=120g min_mem_available_gib=12.0 timeout_seconds=2400.0
[2026-05-03T21:57:34-04:00] guard: elapsed=50.0s MemAvailable=72.26 GiB
[2026-05-03T21:57:36-04:00] guard: elapsed=52.0s MemAvailable=72.07 GiB
[2026-05-03T21:57:38-04:00] guard: elapsed=54.0s MemAvailable=71.88 GiB
[2026-05-03T21:57:40-04:00] guard: elapsed=56.0s MemAvailable=71.69 GiB
[2026-05-03T21:57:42-04:00] guard: elapsed=58.0s MemAvailable=71.50 GiB
[2026-05-03T21:57:44-04:00] guard: elapsed=60.0s MemAvailable=71.57 GiB
[2026-05-03T21:57:46-04:00] guard: elapsed=62.0s MemAvailable=71.38 GiB
[2026-05-03T21:57:48-04:00] guard: elapsed=64.0s MemAvailable=71.19 GiB
[2026-05-03T21:57:50-04:00] guard: elapsed=66.0s MemAvailable=70.05 GiB
[2026-05-03T21:57:52-04:00] guard: elapsed=68.0s MemAvailable=67.75 GiB
[2026-05-03T21:57:54-04:00] guard: elapsed=70.0s MemAvailable=67.52 GiB
[2026-05-03T21:57:56-04:00] guard: elapsed=72.0s MemAvailable=67.49 GiB
[2026-05-03T21:57:58-04:00] guard: elapsed=74.0s MemAvailable=67.05 GiB
[2026-05-03T21:58:00-04:00] guard: elapsed=76.0s MemAvailable=66.90 GiB
[2026-05-03T21:58:02-04:00] guard: elapsed=78.0s MemAvailable=66.76 GiB
[2026-05-03T21:58:04-04:00] guard: elapsed=80.0s MemAvailable=66.48 GiB
[2026-05-03T21:58:06-04:00] guard: elapsed=82.0s MemAvailable=66.52 GiB
[2026-05-03T21:58:08-04:00] guard: elapsed=84.0s MemAvailable=66.60 GiB
[2026-05-03T21:58:10-04:00] guard: elapsed=86.0s MemAvailable=66.69 GiB
[2026-05-03T21:58:12-04:00] guard: elapsed=88.0s MemAvailable=66.62 GiB
[2026-05-03T21:58:14-04:00] guard: elapsed=90.0s MemAvailable=66.18 GiB
[2026-05-03T21:58:16-04:00] guard: elapsed=92.0s MemAvailable=66.28 GiB
[2026-05-03T21:58:18-04:00] guard: elapsed=94.0s MemAvailable=66.30 GiB
[2026-05-03T21:58:20-04:00] guard: elapsed=96.0s MemAvailable=66.10 GiB
[2026-05-03T21:58:22-04:00] guard: elapsed=98.0s MemAvailable=66.05 GiB
[2026-05-03T21:58:24-04:00] guard: elapsed=100.0s MemAvailable=66.13 GiB
[2026-05-03T21:58:26-04:00] guard: elapsed=102.0s MemAvailable=66.19 GiB
[2026-05-03T21:58:28-04:00] guard: elapsed=104.0s MemAvailable=66.21 GiB
[2026-05-03T21:58:30-04:00] guard: elapsed=106.0s MemAvailable=65.95 GiB
[2026-05-03T21:58:32-04:00] guard: elapsed=108.0s MemAvailable=65.78 GiB
[2026-05-03T21:58:34-04:00] guard: elapsed=110.0s MemAvailable=65.84 GiB
[2026-05-03T21:58:36-04:00] guard: elapsed=112.0s MemAvailable=65.76 GiB
[2026-05-03T21:58:38-04:00] guard: elapsed=114.0s MemAvailable=65.87 GiB
[2026-05-03T21:58:40-04:00] guard: elapsed=116.0s MemAvailable=65.83 GiB
[2026-05-03T21:58:42-04:00] guard: elapsed=118.0s MemAvailable=65.68 GiB
[2026-05-03T21:58:44-04:00] guard: elapsed=120.0s MemAvailable=65.79 GiB
[2026-05-03T21:58:46-04:00] guard: elapsed=122.0s MemAvailable=65.80 GiB
[2026-05-03T21:58:48-04:00] guard: elapsed=124.0s MemAvailable=65.46 GiB
[2026-05-03T21:58:50-04:00] guard: elapsed=126.0s MemAvailable=65.53 GiB
[2026-05-03T21:58:52-04:00] guard: elapsed=128.0s MemAvailable=65.51 GiB
[2026-05-03T21:58:54-04:00] guard: elapsed=130.0s MemAvailable=65.46 GiB
[2026-05-03T21:58:56-04:00] guard: elapsed=132.0s MemAvailable=65.52 GiB
[2026-05-03T21:58:58-04:00] guard: elapsed=134.0s MemAvailable=65.15 GiB
[2026-05-03T21:59:00-04:00] guard: elapsed=136.0s MemAvailable=65.24 GiB
[2026-05-03T21:59:02-04:00] guard: elapsed=138.0s MemAvailable=65.22 GiB
[2026-05-03T21:59:04-04:00] guard: elapsed=140.0s MemAvailable=65.16 GiB
[2026-05-03T21:59:06-04:00] guard: elapsed=142.0s MemAvailable=65.32 GiB
[2026-05-03T21:59:08-04:00] guard: elapsed=144.0s MemAvailable=65.36 GiB
[2026-05-03T21:59:10-04:00] guard: elapsed=146.0s MemAvailable=65.19 GiB
[2026-05-03T21:59:12-04:00] guard: elapsed=148.0s MemAvailable=65.34 GiB
[2026-05-03T21:59:14-04:00] guard: elapsed=150.0s MemAvailable=65.42 GiB
[2026-05-03T21:59:16-04:00] guard: elapsed=152.0s MemAvailable=65.29 GiB
[2026-05-03T21:59:18-04:00] guard: elapsed=154.0s MemAvailable=65.49 GiB
[2026-05-03T21:59:20-04:00] guard: elapsed=156.0s MemAvailable=65.46 GiB
[2026-05-03T21:59:22-04:00] guard: elapsed=158.0s MemAvailable=65.21 GiB
[2026-05-03T21:59:24-04:00] guard: elapsed=160.0s MemAvailable=64.55 GiB
[2026-05-03T21:59:26-04:00] guard: elapsed=162.0s MemAvailable=59.98 GiB
[2026-05-03T21:59:28-04:00] guard: elapsed=164.0s MemAvailable=56.45 GiB
[2026-05-03T21:59:30-04:00] guard: elapsed=166.0s MemAvailable=55.16 GiB
[2026-05-03T21:59:32-04:00] guard: elapsed=168.0s MemAvailable=54.93 GiB
[2026-05-03T21:59:34-04:00] guard: elapsed=170.0s MemAvailable=54.80 GiB
[2026-05-03T21:59:36-04:00] guard: elapsed=172.0s MemAvailable=54.63 GiB
[2026-05-03T21:59:38-04:00] guard: elapsed=174.0s MemAvailable=54.51 GiB
[2026-05-03T21:59:40-04:00] guard: elapsed=176.0s MemAvailable=54.46 GiB
[2026-05-03T21:59:42-04:00] guard: elapsed=178.0s MemAvailable=54.48 GiB
[2026-05-03T21:59:44-04:00] guard: elapsed=180.1s MemAvailable=54.36 GiB
[2026-05-03T21:59:46-04:00] guard: elapsed=182.1s MemAvailable=54.23 GiB
[2026-05-03T21:59:48-04:00] guard: elapsed=184.1s MemAvailable=54.12 GiB
[2026-05-03T21:59:50-04:00] guard: elapsed=186.1s MemAvailable=54.00 GiB
[2026-05-03T21:59:52-04:00] guard: elapsed=188.1s MemAvailable=53.88 GiB
[2026-05-03T21:59:54-04:00] guard: elapsed=190.1s MemAvailable=53.74 GiB
[2026-05-03T21:59:56-04:00] guard: elapsed=192.1s MemAvailable=53.60 GiB
[2026-05-03T21:59:58-04:00] guard: elapsed=194.1s MemAvailable=53.46 GiB
[2026-05-03T22:00:00-04:00] guard: elapsed=196.1s MemAvailable=53.27 GiB
[2026-05-03T22:00:02-04:00] guard: elapsed=198.1s MemAvailable=53.11 GiB
[2026-05-03T22:00:04-04:00] guard: elapsed=200.1s MemAvailable=52.93 GiB
[2026-05-03T22:00:06-04:00] guard: elapsed=202.1s MemAvailable=52.75 GiB
[2026-05-03T22:00:08-04:00] guard: elapsed=204.1s MemAvailable=52.57 GiB
[2026-05-03T22:00:10-04:00] guard: elapsed=206.1s MemAvailable=52.41 GiB
[2026-05-03T22:00:12-04:00] guard: elapsed=208.1s MemAvailable=52.23 GiB
[2026-05-03T22:00:14-04:00] guard: elapsed=210.1s MemAvailable=52.05 GiB
[2026-05-03T22:00:16-04:00] guard: elapsed=212.1s MemAvailable=51.87 GiB
[2026-05-03T22:00:18-04:00] guard: elapsed=214.1s MemAvailable=51.73 GiB
[2026-05-03T22:00:20-04:00] guard: elapsed=216.1s MemAvailable=51.56 GiB
[2026-05-03T22:00:22-04:00] guard: elapsed=218.1s MemAvailable=51.52 GiB
[2026-05-03T22:00:24-04:00] guard: elapsed=220.1s MemAvailable=51.37 GiB
[2026-05-03T22:00:26-04:00] guard: elapsed=222.1s MemAvailable=51.22 GiB
[2026-05-03T22:00:28-04:00] guard: elapsed=224.1s MemAvailable=51.06 GiB
[2026-05-03T22:00:30-04:00] guard: elapsed=226.1s MemAvailable=50.90 GiB
[2026-05-03T22:00:32-04:00] guard: elapsed=228.1s MemAvailable=50.71 GiB
[2026-05-03T22:00:34-04:00] guard: elapsed=230.1s MemAvailable=50.52 GiB
[2026-05-03T22:00:36-04:00] guard: elapsed=232.1s MemAvailable=50.37 GiB
[2026-05-03T22:00:38-04:00] guard: elapsed=234.1s MemAvailable=50.20 GiB
[2026-05-03T22:00:40-04:00] guard: elapsed=236.1s MemAvailable=50.03 GiB
[2026-05-03T22:00:42-04:00] guard: elapsed=238.1s MemAvailable=49.88 GiB
[2026-05-03T22:00:44-04:00] guard: elapsed=240.1s MemAvailable=49.71 GiB
[2026-05-03T22:00:46-04:00] guard: elapsed=242.1s MemAvailable=49.54 GiB
[2026-05-03T22:00:48-04:00] guard: elapsed=244.1s MemAvailable=49.37 GiB
[2026-05-03T22:00:50-04:00] guard: elapsed=246.1s MemAvailable=49.19 GiB
[2026-05-03T22:00:52-04:00] guard: elapsed=248.1s MemAvailable=49.02 GiB
[2026-05-03T22:00:54-04:00] guard: elapsed=250.1s MemAvailable=48.85 GiB
[2026-05-03T22:00:56-04:00] guard: elapsed=252.1s MemAvailable=48.68 GiB
[2026-05-03T22:00:58-04:00] guard: elapsed=254.1s MemAvailable=48.51 GiB
[2026-05-03T22:01:00-04:00] guard: elapsed=256.1s MemAvailable=48.34 GiB
[2026-05-03T22:01:02-04:00] guard: elapsed=258.1s MemAvailable=48.17 GiB
[2026-05-03T22:01:04-04:00] guard: elapsed=260.1s MemAvailable=48.01 GiB
[2026-05-03T22:01:06-04:00] guard: elapsed=262.1s MemAvailable=47.83 GiB
[2026-05-03T22:01:08-04:00] guard: elapsed=264.1s MemAvailable=47.66 GiB
[2026-05-03T22:01:10-04:00] guard: elapsed=266.1s MemAvailable=47.48 GiB
[2026-05-03T22:01:12-04:00] guard: elapsed=268.1s MemAvailable=47.31 GiB
[2026-05-03T22:01:14-04:00] guard: elapsed=270.1s MemAvailable=47.14 GiB
[2026-05-03T22:01:16-04:00] guard: elapsed=272.1s MemAvailable=46.96 GiB
[2026-05-03T22:01:18-04:00] guard: elapsed=274.1s MemAvailable=46.78 GiB
[2026-05-03T22:01:20-04:00] guard: elapsed=276.1s MemAvailable=46.60 GiB
[2026-05-03T22:01:22-04:00] guard: elapsed=278.1s MemAvailable=46.41 GiB
[2026-05-03T22:01:24-04:00] guard: elapsed=280.1s MemAvailable=46.10 GiB
[2026-05-03T22:01:26-04:00] guard: elapsed=282.1s MemAvailable=45.93 GiB
[2026-05-03T22:01:28-04:00] guard: elapsed=284.1s MemAvailable=45.98 GiB
[2026-05-03T22:01:30-04:00] guard: elapsed=286.1s MemAvailable=45.76 GiB
[2026-05-03T22:01:32-04:00] guard: elapsed=288.1s MemAvailable=45.62 GiB
[2026-05-03T22:01:34-04:00] guard: elapsed=290.1s MemAvailable=45.47 GiB
[2026-05-03T22:01:36-04:00] guard: elapsed=292.1s MemAvailable=45.28 GiB
[2026-05-03T22:01:38-04:00] guard: elapsed=294.1s MemAvailable=45.13 GiB
[2026-05-03T22:01:40-04:00] guard: elapsed=296.1s MemAvailable=44.98 GiB
[2026-05-03T22:01:42-04:00] guard: elapsed=298.1s MemAvailable=44.80 GiB
[2026-05-03T22:01:44-04:00] guard: elapsed=300.1s MemAvailable=44.63 GiB
[2026-05-03T22:01:46-04:00] guard: elapsed=302.1s MemAvailable=44.47 GiB
[2026-05-03T22:01:48-04:00] guard: elapsed=304.1s MemAvailable=44.29 GiB
[2026-05-03T22:01:50-04:00] guard: elapsed=306.1s MemAvailable=44.12 GiB
[2026-05-03T22:01:52-04:00] guard: elapsed=308.1s MemAvailable=43.95 GiB
[2026-05-03T22:01:54-04:00] guard: elapsed=310.1s MemAvailable=43.74 GiB
[2026-05-03T22:01:56-04:00] guard: elapsed=312.1s MemAvailable=43.59 GiB
[2026-05-03T22:01:58-04:00] guard: elapsed=314.1s MemAvailable=43.42 GiB
[2026-05-03T22:02:00-04:00] guard: elapsed=316.1s MemAvailable=43.25 GiB
[2026-05-03T22:02:02-04:00] guard: elapsed=318.1s MemAvailable=43.05 GiB
[2026-05-03T22:02:04-04:00] guard: elapsed=320.1s MemAvailable=42.89 GiB
[2026-05-03T22:02:06-04:00] guard: elapsed=322.1s MemAvailable=42.69 GiB
[2026-05-03T22:02:08-04:00] guard: elapsed=324.1s MemAvailable=42.51 GiB
[2026-05-03T22:02:10-04:00] guard: elapsed=326.1s MemAvailable=42.32 GiB
[2026-05-03T22:02:12-04:00] guard: elapsed=328.1s MemAvailable=42.15 GiB
[2026-05-03T22:02:14-04:00] guard: elapsed=330.1s MemAvailable=41.91 GiB
[2026-05-03T22:02:16-04:00] guard: elapsed=332.1s MemAvailable=41.64 GiB
[2026-05-03T22:02:18-04:00] guard: elapsed=334.1s MemAvailable=41.51 GiB
[2026-05-03T22:02:20-04:00] guard: elapsed=336.1s MemAvailable=41.48 GiB
[2026-05-03T22:02:22-04:00] guard: elapsed=338.1s MemAvailable=41.30 GiB
[2026-05-03T22:02:24-04:00] guard: elapsed=340.1s MemAvailable=41.12 GiB
[2026-05-03T22:02:26-04:00] guard: elapsed=342.1s MemAvailable=41.19 GiB
[2026-05-03T22:02:28-04:00] guard: elapsed=344.1s MemAvailable=41.36 GiB
[2026-05-03T22:02:30-04:00] guard: elapsed=346.1s MemAvailable=41.21 GiB
[2026-05-03T22:02:32-04:00] guard: elapsed=348.1s MemAvailable=40.98 GiB
[2026-05-03T22:02:34-04:00] guard: elapsed=350.1s MemAvailable=40.79 GiB
[2026-05-03T22:02:36-04:00] guard: elapsed=352.1s MemAvailable=40.65 GiB
[2026-05-03T22:02:38-04:00] guard: elapsed=354.1s MemAvailable=40.46 GiB
[2026-05-03T22:02:40-04:00] guard: elapsed=356.1s MemAvailable=40.29 GiB
INFO:     127.0.0.1:35700 - "POST /v1/completions HTTP/1.1" 200 OK
[2026-05-03T22:02:42-04:00] guard: elapsed=358.1s MemAvailable=40.10 GiB
INFO:     127.0.0.1:43612 - "POST /v1/completions HTTP/1.1" 200 OK
INFO:     Shutting down
INFO:     Waiting for application shutdown.
[2026-05-03T22:02:44-04:00] guard: elapsed=360.1s MemAvailable=41.54 GiB
[2026-05-03T22:02:46-04:00] guard: elapsed=362.1s MemAvailable=51.88 GiB
[2026-05-03T22:02:48-04:00] guard: elapsed=364.1s MemAvailable=62.70 GiB
INFO:     Application shutdown complete.
INFO:     Finished server process [45]
models {'elapsed_seconds': 0.0008940120169427246, 'response': {'object': 'list', 'data': [{'id': 'deepseek-v4-flash-dgx-spark', 'object': 'model', 'created': 0, 'owned_by': 'local'}]}}
completion {'elapsed_seconds': 347.29487621199223, 'response': {'id': 'cmpl-d14f46ae7e4b48e79ee267866cd8db6b', 'object': 'text_completion', 'created': 1777860160, 'model': 'deepseek-v4-flash-dgx-spark', 'choices': [{'index': 0, 'text': 'World = function() {\n    return "Hello World";\n};\n\nmodule.exports = {\n    sayHelloWorld: sayHelloWorld\n};\n```\n\n### 2. ', 'finish_reason': 'length'}], 'usage': {'prompt_tokens': 1, 'completion_tokens': 32, 'total_tokens': 33}, 'spark_metrics': {'request_id': '4e0a0754e77b4b8d91ca28b915eb35d7', 'reused_prefix_tokens': 0, 'newly_prefilled_tokens': 1, 'generated_token_ids': [21133, 438, 2019, 1393, 875, 361, 1354, 582, 19923, 4495, 5493, 12797, 20038, 35432, 438, 875, 361, 2507, 19923, 21133, 28, 2507, 19923, 21133, 201, 12774, 20759, 795, 223, 20, 16, 223], 'full_text': 'HelloWorld = function() {\n    return "Hello World";\n};\n\nmodule.exports = {\n    sayHelloWorld: sayHelloWorld\n};\n```\n\n### 2. ', 'finish_reason': 'length', 'deferred_postfill_scheduled': True, 'timings': {'encode_seconds': 0.0001668789773248136, 'prefill_seconds': 92.34782801000983, 'prefill_cuda_ms': None, 'cache_resume_hit': 0.0, 'decode_seconds': 195.93505090402323, 'decode_cuda_ms': None, 'decode_step_count_recorded': 32, 'decode_step_wall_seconds': [1.2642413149878848, 0.929362274997402, 0.9005334560060874, 0.7848210000083782, 0.6602693329914473, 0.5870073479891289, 0.5955804630066268, 0.6112210339924786, 10.301914718991611, 12.314605668012518, 9.610457647009753, 8.267247858981136, 10.76034499699017, 5.258848876983393, 6.950360743998317, 6.551914323994424, 4.5935412049875595, 9.900456688017584, 4.432540021982277, 4.645956430002116, 7.639641207002569, 10.612259642017307, 7.6955596070038155, 5.0460345369938295, 6.456895139999688, 7.827812178991735, 11.654870285012294, 11.161988923005993, 10.040895323996665, 11.232500418991549, 6.634502154978691, 0.008232922991737723], 'decode_step_cuda_ms': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], 'postfill_seconds': 0.000855516002047807, 'postfill_cuda_ms': None, 'total_seconds': 347.2455892789876, 'queue_wait_seconds': 1.05600047390908e-05, 'request_wall_seconds': 347.26158271101303}, 'memory': {'before': [34568114176, 130663661568], 'after': [837218304, 130663661568]}}}}
cached_completion {'elapsed_seconds': 3.2702350709878374, 'response': {'id': 'cmpl-309daa7568c748dc8c24ea2bcec9b1fa', 'object': 'text_completion', 'created': 1777860163, 'model': 'deepseek-v4-flash-dgx-spark', 'choices': [{'index': 0, 'text': '创建', 'finish_reason': 'length'}], 'usage': {'prompt_tokens': 33, 'completion_tokens': 1, 'total_tokens': 34}, 'spark_metrics': {'request_id': 'fe679ad59544408885a256d2c0d0c4f0', 'reused_prefix_tokens': 33, 'newly_prefilled_tokens': 0, 'generated_token_ids': [10369], 'full_text': 'HelloWorld = function() {\n    return "Hello World";\n};\n\nmodule.exports = {\n    sayHelloWorld: sayHelloWorld\n};\n```\n\n### 2. 创建', 'finish_reason': 'length', 'deferred_postfill_scheduled': True, 'timings': {'encode_seconds': 0.006129381014034152, 'prefill_seconds': 3.218020151980454, 'prefill_cuda_ms': None, 'cache_resume_hit': 0.0, 'decode_seconds': 0.00821740401443094, 'decode_cuda_ms': None, 'decode_step_count_recorded': 1, 'decode_step_wall_seconds': [0.008076780010014772], 'decode_step_cuda_ms': [], 'postfill_seconds': 1.8624006770551205e-05, 'postfill_cuda_ms': None, 'total_seconds': 3.2344551190035418, 'queue_wait_seconds': 8.175993571057916e-06, 'request_wall_seconds': 3.2395942640141584}, 'memory': {'before': [823926784, 130663661568], 'after': [763346944, 130663661568]}}}}
[2026-05-03T22:02:50-04:00] guard: docker exited return_code=0 reason=process exited
[2026-05-03T22:02:50-04:00] guard: recovering NVIDIA driver memory
[2026-05-03T22:02:50-04:00] guard: sudo -n systemctl stop nvidia-persistenced
[2026-05-03T22:02:50-04:00] guard: sudo -n modprobe -r nvidia_uvm nvidia_drm nvidia_modeset nvidia
[2026-05-03T22:02:51-04:00] guard: sudo -n modprobe nvidia
[2026-05-03T22:02:54-04:00] guard: sudo -n modprobe nvidia_uvm
[2026-05-03T22:02:54-04:00] guard: sudo -n systemctl start nvidia-persistenced
               total        used        free      shared  buff/cache   available
Mem:           121Gi       3.4Gi        79Gi       180Ki        40Gi       118Gi
Swap:           15Gi        42Mi        15Gi
Sun May  3 22:02:56 2026
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 590.48.01              Driver Version: 590.48.01      CUDA Version: 13.1     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GB10                    On  |   0000000F:01:00.0 Off |                  N/A |
| N/A   42C    P0             14W /  N/A  | Not Supported          |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
