==== 2026-05-01T16:27:53-04:00 guarded docker run start ====
command: docker run --rm --name mvp-server-http-probe --runtime=nvidia --gpus all --memory 104g --memory-swap 112g -v /home/cole/models/deepseek-v4-flash/hf:/model:ro -v /home/cole/deepseek-v4-flash-dgx-spark:/repo:ro -e PYTHONPATH=/repo:/repo/spark_runtime:/model/inference --entrypoint python3 deepseek-v4-flash-spark:tilelang /repo/scripts/probe_server_http.py --prompt Hello --max-tokens 1
guard: memory=104g memory_swap=112g min_mem_available_gib=16.0 timeout_seconds=7200.0
[2026-05-01T16:29:25-04:00] guard: elapsed=92.0s MemAvailable=66.17 GiB
[2026-05-01T16:29:27-04:00] guard: elapsed=94.0s MemAvailable=66.21 GiB
[2026-05-01T16:29:29-04:00] guard: elapsed=96.0s MemAvailable=66.20 GiB
[2026-05-01T16:29:31-04:00] guard: elapsed=98.0s MemAvailable=66.14 GiB
[2026-05-01T16:29:33-04:00] guard: elapsed=100.0s MemAvailable=65.97 GiB
[2026-05-01T16:29:35-04:00] guard: elapsed=102.0s MemAvailable=66.07 GiB
[2026-05-01T16:29:37-04:00] guard: elapsed=104.0s MemAvailable=66.01 GiB
[2026-05-01T16:29:39-04:00] guard: elapsed=106.0s MemAvailable=65.91 GiB
[2026-05-01T16:29:41-04:00] guard: elapsed=108.0s MemAvailable=65.76 GiB
[2026-05-01T16:29:43-04:00] guard: elapsed=110.0s MemAvailable=65.44 GiB
[2026-05-01T16:29:45-04:00] guard: elapsed=112.0s MemAvailable=65.50 GiB
[2026-05-01T16:29:47-04:00] guard: elapsed=114.0s MemAvailable=65.60 GiB
[2026-05-01T16:29:49-04:00] guard: elapsed=116.0s MemAvailable=65.57 GiB
[2026-05-01T16:29:51-04:00] guard: elapsed=118.0s MemAvailable=65.54 GiB
[2026-05-01T16:29:53-04:00] guard: elapsed=120.0s MemAvailable=65.52 GiB
[2026-05-01T16:29:55-04:00] guard: elapsed=122.0s MemAvailable=65.48 GiB
[2026-05-01T16:29:57-04:00] guard: elapsed=124.0s MemAvailable=65.58 GiB
[2026-05-01T16:29:59-04:00] guard: elapsed=126.0s MemAvailable=65.27 GiB
[2026-05-01T16:30:01-04:00] guard: elapsed=128.0s MemAvailable=65.35 GiB
[2026-05-01T16:30:03-04:00] guard: elapsed=130.0s MemAvailable=65.45 GiB
[2026-05-01T16:30:05-04:00] guard: elapsed=132.0s MemAvailable=65.09 GiB
[2026-05-01T16:30:07-04:00] guard: elapsed=134.0s MemAvailable=65.30 GiB
[2026-05-01T16:30:09-04:00] guard: elapsed=136.0s MemAvailable=65.39 GiB
[2026-05-01T16:30:11-04:00] guard: elapsed=138.0s MemAvailable=65.20 GiB
[2026-05-01T16:30:13-04:00] guard: elapsed=140.0s MemAvailable=65.37 GiB
[2026-05-01T16:30:15-04:00] guard: elapsed=142.0s MemAvailable=65.40 GiB
[2026-05-01T16:30:17-04:00] guard: elapsed=144.0s MemAvailable=65.11 GiB
[2026-05-01T16:30:19-04:00] guard: elapsed=146.0s MemAvailable=65.25 GiB
[2026-05-01T16:30:21-04:00] guard: elapsed=148.1s MemAvailable=65.25 GiB
[2026-05-01T16:30:23-04:00] guard: elapsed=150.1s MemAvailable=65.31 GiB
[2026-05-01T16:30:25-04:00] guard: elapsed=152.1s MemAvailable=65.29 GiB
[2026-05-01T16:30:27-04:00] guard: elapsed=154.1s MemAvailable=65.36 GiB
[2026-05-01T16:30:29-04:00] guard: elapsed=156.1s MemAvailable=65.38 GiB
[2026-05-01T16:30:31-04:00] guard: elapsed=158.1s MemAvailable=65.34 GiB
[2026-05-01T16:30:33-04:00] guard: elapsed=160.1s MemAvailable=65.16 GiB
[2026-05-01T16:30:35-04:00] guard: elapsed=162.1s MemAvailable=65.02 GiB
[2026-05-01T16:30:37-04:00] guard: elapsed=164.1s MemAvailable=64.85 GiB
[2026-05-01T16:30:39-04:00] guard: elapsed=166.1s MemAvailable=64.65 GiB
[2026-05-01T16:30:41-04:00] guard: elapsed=168.1s MemAvailable=64.49 GiB
[2026-05-01T16:30:43-04:00] guard: elapsed=170.1s MemAvailable=64.29 GiB
[2026-05-01T16:30:45-04:00] guard: elapsed=172.1s MemAvailable=64.12 GiB
[2026-05-01T16:30:47-04:00] guard: elapsed=174.1s MemAvailable=63.94 GiB
[2026-05-01T16:30:49-04:00] guard: elapsed=176.1s MemAvailable=63.78 GiB
[2026-05-01T16:30:51-04:00] guard: elapsed=178.1s MemAvailable=63.58 GiB
[2026-05-01T16:30:53-04:00] guard: elapsed=180.1s MemAvailable=63.42 GiB
[2026-05-01T16:30:55-04:00] guard: elapsed=182.1s MemAvailable=63.21 GiB
[2026-05-01T16:30:57-04:00] guard: elapsed=184.1s MemAvailable=63.04 GiB
[2026-05-01T16:30:59-04:00] guard: elapsed=186.1s MemAvailable=62.84 GiB
INFO:     127.0.0.1:41978 - "POST /v1/completions HTTP/1.1" 200 OK
[2026-05-01T16:31:01-04:00] guard: elapsed=188.1s MemAvailable=62.66 GiB
[2026-05-01T16:31:03-04:00] guard: elapsed=190.1s MemAvailable=62.49 GiB
[2026-05-01T16:31:05-04:00] guard: elapsed=192.1s MemAvailable=62.34 GiB
[2026-05-01T16:31:07-04:00] guard: elapsed=194.1s MemAvailable=62.17 GiB
[2026-05-01T16:31:09-04:00] guard: elapsed=196.1s MemAvailable=62.02 GiB
[2026-05-01T16:31:11-04:00] guard: elapsed=198.1s MemAvailable=61.85 GiB
[2026-05-01T16:31:13-04:00] guard: elapsed=200.1s MemAvailable=61.69 GiB
[2026-05-01T16:31:15-04:00] guard: elapsed=202.1s MemAvailable=61.52 GiB
[2026-05-01T16:31:17-04:00] guard: elapsed=204.1s MemAvailable=61.36 GiB
[2026-05-01T16:31:19-04:00] guard: elapsed=206.1s MemAvailable=61.19 GiB
[2026-05-01T16:31:21-04:00] guard: elapsed=208.1s MemAvailable=61.04 GiB
[2026-05-01T16:31:23-04:00] guard: elapsed=210.1s MemAvailable=60.86 GiB
[2026-05-01T16:31:25-04:00] guard: elapsed=212.1s MemAvailable=60.71 GiB
[2026-05-01T16:31:27-04:00] guard: elapsed=214.1s MemAvailable=60.54 GiB
[2026-05-01T16:31:29-04:00] guard: elapsed=216.1s MemAvailable=60.39 GiB
INFO:     127.0.0.1:44972 - "POST /v1/completions HTTP/1.1" 200 OK
[2026-05-01T16:31:31-04:00] guard: elapsed=218.1s MemAvailable=60.20 GiB
[2026-05-01T16:31:33-04:00] guard: elapsed=220.1s MemAvailable=60.03 GiB
[2026-05-01T16:31:35-04:00] guard: elapsed=222.1s MemAvailable=59.84 GiB
[2026-05-01T16:31:37-04:00] guard: elapsed=224.1s MemAvailable=59.64 GiB
[2026-05-01T16:31:39-04:00] guard: elapsed=226.1s MemAvailable=59.46 GiB
[2026-05-01T16:31:41-04:00] guard: elapsed=228.1s MemAvailable=59.31 GiB
[2026-05-01T16:31:43-04:00] guard: elapsed=230.1s MemAvailable=59.11 GiB
[2026-05-01T16:31:45-04:00] guard: elapsed=232.1s MemAvailable=58.94 GiB
[2026-05-01T16:31:47-04:00] guard: elapsed=234.1s MemAvailable=58.76 GiB
[2026-05-01T16:31:49-04:00] guard: elapsed=236.1s MemAvailable=58.59 GiB
[2026-05-01T16:31:51-04:00] guard: elapsed=238.1s MemAvailable=58.42 GiB
[2026-05-01T16:31:53-04:00] guard: elapsed=240.1s MemAvailable=58.23 GiB
[2026-05-01T16:31:55-04:00] guard: elapsed=242.1s MemAvailable=58.03 GiB
[2026-05-01T16:31:57-04:00] guard: elapsed=244.1s MemAvailable=57.85 GiB
[2026-05-01T16:31:59-04:00] guard: elapsed=246.1s MemAvailable=57.67 GiB
[2026-05-01T16:32:01-04:00] guard: elapsed=248.1s MemAvailable=57.47 GiB
[2026-05-01T16:32:03-04:00] guard: elapsed=250.1s MemAvailable=57.28 GiB
[2026-05-01T16:32:05-04:00] guard: elapsed=252.1s MemAvailable=57.08 GiB
[2026-05-01T16:32:07-04:00] guard: elapsed=254.1s MemAvailable=56.88 GiB
[2026-05-01T16:32:09-04:00] guard: elapsed=256.1s MemAvailable=56.69 GiB
[2026-05-01T16:32:11-04:00] guard: elapsed=258.1s MemAvailable=56.48 GiB
[2026-05-01T16:32:13-04:00] guard: elapsed=260.1s MemAvailable=56.26 GiB
[2026-05-01T16:32:15-04:00] guard: elapsed=262.1s MemAvailable=56.04 GiB
[2026-05-01T16:32:17-04:00] guard: elapsed=264.1s MemAvailable=55.82 GiB
[2026-05-01T16:32:19-04:00] guard: elapsed=266.1s MemAvailable=55.61 GiB
[2026-05-01T16:32:21-04:00] guard: elapsed=268.1s MemAvailable=55.39 GiB
[2026-05-01T16:32:23-04:00] guard: elapsed=270.1s MemAvailable=55.18 GiB
[2026-05-01T16:32:25-04:00] guard: elapsed=272.1s MemAvailable=54.96 GiB
[2026-05-01T16:32:27-04:00] guard: elapsed=274.1s MemAvailable=54.74 GiB
[2026-05-01T16:32:29-04:00] guard: elapsed=276.1s MemAvailable=54.52 GiB
[2026-05-01T16:32:31-04:00] guard: elapsed=278.1s MemAvailable=54.30 GiB
[2026-05-01T16:32:33-04:00] guard: elapsed=280.1s MemAvailable=54.09 GiB
[2026-05-01T16:32:35-04:00] guard: elapsed=282.1s MemAvailable=53.89 GiB
[2026-05-01T16:32:37-04:00] guard: elapsed=284.1s MemAvailable=53.71 GiB
[2026-05-01T16:32:39-04:00] guard: elapsed=286.1s MemAvailable=53.52 GiB
[2026-05-01T16:32:41-04:00] guard: elapsed=288.1s MemAvailable=53.33 GiB
[2026-05-01T16:32:43-04:00] guard: elapsed=290.1s MemAvailable=53.15 GiB
[2026-05-01T16:32:45-04:00] guard: elapsed=292.1s MemAvailable=52.97 GiB
[2026-05-01T16:32:47-04:00] guard: elapsed=294.1s MemAvailable=52.78 GiB
[2026-05-01T16:32:49-04:00] guard: elapsed=296.1s MemAvailable=52.59 GiB
[2026-05-01T16:32:51-04:00] guard: elapsed=298.1s MemAvailable=52.41 GiB
[2026-05-01T16:32:53-04:00] guard: elapsed=300.1s MemAvailable=52.23 GiB
[2026-05-01T16:32:55-04:00] guard: elapsed=302.1s MemAvailable=52.05 GiB
[2026-05-01T16:32:57-04:00] guard: elapsed=304.1s MemAvailable=51.86 GiB
[2026-05-01T16:32:59-04:00] guard: elapsed=306.1s MemAvailable=51.67 GiB
INFO:     127.0.0.1:33722 - "POST /v1/chat/completions HTTP/1.1" 200 OK
INFO:     Shutting down
INFO:     Waiting for application shutdown.
[2026-05-01T16:33:01-04:00] guard: elapsed=308.1s MemAvailable=55.54 GiB
[2026-05-01T16:33:03-04:00] guard: elapsed=310.1s MemAvailable=67.75 GiB
INFO:     Application shutdown complete.
INFO:     Finished server process [43]
models {'object': 'list', 'data': [{'id': 'deepseek-v4-flash-dgx-spark', 'object': 'model', 'created': 0, 'owned_by': 'local'}]}
completion {'id': 'cmpl-33def5d0e1c1407bb2906b40cba82afa', 'object': 'text_completion', 'created': 1777667459, 'model': 'deepseek-v4-flash-dgx-spark', 'choices': [{'index': 0, 'text': 'World', 'finish_reason': 'length'}], 'usage': {'prompt_tokens': 1, 'completion_tokens': 1, 'total_tokens': 2}, 'spark_metrics': {'reused_prefix_tokens': 0, 'newly_prefilled_tokens': 1, 'generated_token_ids': [21133], 'full_text': 'HelloWorld', 'timings': {'prefill_seconds': 120.40427459300008, 'decode_seconds': 0.019140499999593885}, 'memory': {'before': [50645106688, 130663661568], 'after': [44995686400, 130663661568]}}}
cached_completion {'id': 'cmpl-a0a1c415bad24434872b943597afb823', 'object': 'text_completion', 'created': 1777667490, 'model': 'deepseek-v4-flash-dgx-spark', 'choices': [{'index': 0, 'text': ' =', 'finish_reason': 'length'}], 'usage': {'prompt_tokens': 2, 'completion_tokens': 1, 'total_tokens': 3}, 'spark_metrics': {'reused_prefix_tokens': 2, 'newly_prefilled_tokens': 0, 'generated_token_ids': [438], 'full_text': 'HelloWorld =', 'timings': {'prefill_seconds': 31.01734592899993, 'decode_seconds': 0.008254884000052698}, 'memory': {'before': [44995686400, 130663661568], 'after': [42270343168, 130663661568]}}}
chat {'id': 'chatcmpl-627ae9ad70f74520982ae3a6c48a88e6', 'object': 'chat.completion', 'created': 1777667580, 'model': 'deepseek-v4-flash-dgx-spark', 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': '你好'}, 'finish_reason': 'length'}], 'usage': {'prompt_tokens': 5, 'completion_tokens': 1, 'total_tokens': 6}, 'spark_metrics': {'reused_prefix_tokens': 0, 'newly_prefilled_tokens': 5, 'generated_token_ids': [30594], 'full_text': '<｜begin▁of▁sentence｜><｜User｜>Hello<｜Assistant｜></think>你好', 'timings': {'prefill_seconds': 89.89021244600008, 'decode_seconds': 0.008270887000435323}, 'memory': {'before': [42270343168, 130663661568], 'after': [25398857728, 130663661568]}}}
[2026-05-01T16:33:05-04:00] guard: elapsed=312.1s MemAvailable=77.43 GiB
[2026-05-01T16:33:07-04:00] guard: docker exited return_code=0 reason=process exited
[2026-05-01T16:33:07-04:00] guard: recovering NVIDIA driver memory
[2026-05-01T16:33:07-04:00] guard: sudo -n systemctl stop nvidia-persistenced
[2026-05-01T16:33:07-04:00] guard: sudo -n modprobe -r nvidia_uvm nvidia_drm nvidia_modeset nvidia
[2026-05-01T16:33:08-04:00] guard: sudo -n modprobe nvidia
[2026-05-01T16:33:11-04:00] guard: sudo -n modprobe nvidia_uvm
[2026-05-01T16:33:11-04:00] guard: sudo -n systemctl start nvidia-persistenced
               total        used        free      shared  buff/cache   available
Mem:           121Gi       3.3Gi        90Gi       2.1Mi        28Gi       118Gi
Swap:           15Gi          0B        15Gi
Fri May  1 16:33:12 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 590.48.01              Driver Version: 590.48.01      CUDA Version: 13.1     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GB10                    On  |   0000000F:01:00.0 Off |                  N/A |
| N/A   42C    P0             14W /  N/A  | Not Supported          |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
