==== 2026-05-04T11:45:19-04:00 guarded docker run start ====
command: docker run --rm --name materializer-ab-e050 --runtime=nvidia --gpus all --memory 112g --memory-swap 120g -v /home/cole/deepseek-v4-flash-dgx-spark:/repo:ro -v /home/cole/models/deepseek-v4-flash/hf:/model:ro -v /home/cole/runs/deepseek-v4-flash:/runs -e PYTHONPATH=/repo:/repo/spark_runtime:/model/inference -e PYTHONDONTWRITEBYTECODE=1 -e DEEPSEEK_SPARK_MODEL_DIR=/model -e DEEPSEEK_SPARK_MANIFEST_CSV=/repo/results/spark-66c9/weight-manifest.csv -e DEEPSEEK_SPARK_POSTFILL_MODE=deferred -e DEEPSEEK_SPARK_EXPERT_CACHE_ENTRIES=1024 -e DEEPSEEK_SPARK_EXPERT_CACHE_POLICY=layer_lru -e DEEPSEEK_SPARK_EXPERT_CACHE_LAYER_COUNT=43 -e DEEPSEEK_SPARK_PACKED_EXPERT_LAYOUT=/runs/packed-full-e018/layout.json -e DEEPSEEK_SPARK_PACKED_NATIVE_LOADER=1 -e DEEPSEEK_SPARK_PACKED_NATIVE_PINNED_STAGING=1 -e DEEPSEEK_SPARK_DIRECT_PARAM_COPY=1 -e DEEPSEEK_SPARK_PARAM_COPY_NON_BLOCKING=1 -e DEEPSEEK_SPARK_NATIVE_MATERIALIZER=1 -e DEEPSEEK_SPARK_EXPERT_ARENA_SLOTS=256 -e DEEPSEEK_SPARK_NATIVE_WITH_CUDA=1 -e DEEPSEEK_SPARK_NATIVE_BUILD_DIR=/runs/torch-extensions/native-packed-loader-cuda-e049 --entrypoint /bin/bash deepseek-v4-flash-spark:tilelang -lc 'cd /repo && python3 /repo/scripts/run_materializer_ab.py --prefix materializer-ab-e050 --sequence arena,cuda,arena,cuda --prompt Hello --max-tokens 32 --sleep-between 5'
guard: memory=112g memory_swap=120g min_mem_available_gib=12.0 timeout_seconds=3600.0
[2026-05-04T11:49:27-04:00] guard: elapsed=248.1s MemAvailable=60.99 GiB
[2026-05-04T11:49:29-04:00] guard: elapsed=250.1s MemAvailable=60.79 GiB
[2026-05-04T11:49:31-04:00] guard: elapsed=252.1s MemAvailable=60.56 GiB
[2026-05-04T11:49:33-04:00] guard: elapsed=254.1s MemAvailable=60.33 GiB
[2026-05-04T11:49:35-04:00] guard: elapsed=256.1s MemAvailable=59.97 GiB
[2026-05-04T11:49:37-04:00] guard: elapsed=258.1s MemAvailable=57.86 GiB
[2026-05-04T11:49:39-04:00] guard: elapsed=260.1s MemAvailable=57.41 GiB
[2026-05-04T11:49:41-04:00] guard: elapsed=262.1s MemAvailable=57.35 GiB
[2026-05-04T11:49:43-04:00] guard: elapsed=264.1s MemAvailable=56.84 GiB
[2026-05-04T11:49:45-04:00] guard: elapsed=266.1s MemAvailable=56.70 GiB
[2026-05-04T11:49:47-04:00] guard: elapsed=268.1s MemAvailable=56.81 GiB
[2026-05-04T11:49:49-04:00] guard: elapsed=270.1s MemAvailable=56.79 GiB
[2026-05-04T11:49:51-04:00] guard: elapsed=272.1s MemAvailable=56.78 GiB
[2026-05-04T11:49:53-04:00] guard: elapsed=274.1s MemAvailable=56.77 GiB
[2026-05-04T11:49:55-04:00] guard: elapsed=276.1s MemAvailable=56.77 GiB
[2026-05-04T11:49:57-04:00] guard: elapsed=278.1s MemAvailable=56.76 GiB
[2026-05-04T11:49:59-04:00] guard: elapsed=280.1s MemAvailable=56.76 GiB
[2026-05-04T11:50:01-04:00] guard: elapsed=282.1s MemAvailable=59.08 GiB
{"decode_seconds": 16.671209316002205, "event": "ab_run_done", "name": "materializer-ab-e050-02-cuda", "returncode": 0, "tok_s": 1.919476829391383, "token_ids_match_first": true, "variant": "cuda"}
[2026-05-04T11:50:03-04:00] guard: elapsed=284.1s MemAvailable=67.01 GiB
[2026-05-04T11:50:05-04:00] guard: elapsed=286.1s MemAvailable=67.02 GiB
[2026-05-04T11:50:07-04:00] guard: elapsed=288.1s MemAvailable=67.03 GiB
{"event": "ab_run_start", "name": "materializer-ab-e050-03-arena", "variant": "arena"}
[2026-05-04T11:50:09-04:00] guard: elapsed=290.1s MemAvailable=66.85 GiB
[2026-05-04T11:50:11-04:00] guard: elapsed=292.1s MemAvailable=66.72 GiB
[2026-05-04T11:50:13-04:00] guard: elapsed=294.1s MemAvailable=66.70 GiB
[2026-05-04T11:50:15-04:00] guard: elapsed=296.1s MemAvailable=66.67 GiB
[2026-05-04T11:50:17-04:00] guard: elapsed=298.1s MemAvailable=66.54 GiB
[2026-05-04T11:50:19-04:00] guard: elapsed=300.1s MemAvailable=66.15 GiB
[2026-05-04T11:50:21-04:00] guard: elapsed=302.1s MemAvailable=65.49 GiB
[2026-05-04T11:50:23-04:00] guard: elapsed=304.1s MemAvailable=65.25 GiB
[2026-05-04T11:50:25-04:00] guard: elapsed=306.1s MemAvailable=64.99 GiB
[2026-05-04T11:50:27-04:00] guard: elapsed=308.1s MemAvailable=64.73 GiB
[2026-05-04T11:50:29-04:00] guard: elapsed=310.1s MemAvailable=64.42 GiB
[2026-05-04T11:50:31-04:00] guard: elapsed=312.1s MemAvailable=63.87 GiB
[2026-05-04T11:50:33-04:00] guard: elapsed=314.1s MemAvailable=63.63 GiB
[2026-05-04T11:50:35-04:00] guard: elapsed=316.1s MemAvailable=63.38 GiB
[2026-05-04T11:50:37-04:00] guard: elapsed=318.1s MemAvailable=63.15 GiB
[2026-05-04T11:50:39-04:00] guard: elapsed=320.1s MemAvailable=63.12 GiB
[2026-05-04T11:50:41-04:00] guard: elapsed=322.1s MemAvailable=62.89 GiB
[2026-05-04T11:50:43-04:00] guard: elapsed=324.1s MemAvailable=62.65 GiB
[2026-05-04T11:50:45-04:00] guard: elapsed=326.1s MemAvailable=62.17 GiB
[2026-05-04T11:50:47-04:00] guard: elapsed=328.1s MemAvailable=61.94 GiB
[2026-05-04T11:50:49-04:00] guard: elapsed=330.1s MemAvailable=61.70 GiB
[2026-05-04T11:50:51-04:00] guard: elapsed=332.1s MemAvailable=61.48 GiB
[2026-05-04T11:50:53-04:00] guard: elapsed=334.1s MemAvailable=61.25 GiB
[2026-05-04T11:50:55-04:00] guard: elapsed=336.1s MemAvailable=61.08 GiB
[2026-05-04T11:50:57-04:00] guard: elapsed=338.1s MemAvailable=60.99 GiB
[2026-05-04T11:50:59-04:00] guard: elapsed=340.1s MemAvailable=60.76 GiB
[2026-05-04T11:51:01-04:00] guard: elapsed=342.1s MemAvailable=60.27 GiB
[2026-05-04T11:51:03-04:00] guard: elapsed=344.1s MemAvailable=60.04 GiB
[2026-05-04T11:51:05-04:00] guard: elapsed=346.1s MemAvailable=59.80 GiB
[2026-05-04T11:51:07-04:00] guard: elapsed=348.1s MemAvailable=57.80 GiB
[2026-05-04T11:51:09-04:00] guard: elapsed=350.1s MemAvailable=57.42 GiB
[2026-05-04T11:51:11-04:00] guard: elapsed=352.1s MemAvailable=56.95 GiB
[2026-05-04T11:51:13-04:00] guard: elapsed=354.1s MemAvailable=56.74 GiB
[2026-05-04T11:51:15-04:00] guard: elapsed=356.1s MemAvailable=56.63 GiB
[2026-05-04T11:51:17-04:00] guard: elapsed=358.1s MemAvailable=56.60 GiB
[2026-05-04T11:51:19-04:00] guard: elapsed=360.1s MemAvailable=56.66 GiB
[2026-05-04T11:51:21-04:00] guard: elapsed=362.1s MemAvailable=56.66 GiB
[2026-05-04T11:51:23-04:00] guard: elapsed=364.1s MemAvailable=56.67 GiB
[2026-05-04T11:51:25-04:00] guard: elapsed=366.1s MemAvailable=56.67 GiB
[2026-05-04T11:51:27-04:00] guard: elapsed=368.1s MemAvailable=56.67 GiB
[2026-05-04T11:51:29-04:00] guard: elapsed=370.1s MemAvailable=56.67 GiB
[2026-05-04T11:51:31-04:00] guard: elapsed=372.1s MemAvailable=56.67 GiB
[2026-05-04T11:51:33-04:00] guard: elapsed=374.1s MemAvailable=64.69 GiB
{"decode_seconds": 18.592929173028097, "event": "ab_run_done", "name": "materializer-ab-e050-03-arena", "returncode": 0, "tok_s": 1.7210843811754482, "token_ids_match_first": true, "variant": "arena"}
[2026-05-04T11:51:35-04:00] guard: elapsed=376.1s MemAvailable=67.02 GiB
[2026-05-04T11:51:37-04:00] guard: elapsed=378.1s MemAvailable=67.03 GiB
{"event": "ab_run_start", "name": "materializer-ab-e050-04-cuda", "variant": "cuda"}
[2026-05-04T11:51:39-04:00] guard: elapsed=380.1s MemAvailable=66.99 GiB
[2026-05-04T11:51:41-04:00] guard: elapsed=382.1s MemAvailable=66.74 GiB
[2026-05-04T11:51:43-04:00] guard: elapsed=384.1s MemAvailable=66.69 GiB
[2026-05-04T11:51:45-04:00] guard: elapsed=386.1s MemAvailable=66.67 GiB
[2026-05-04T11:51:47-04:00] guard: elapsed=388.1s MemAvailable=66.64 GiB
[2026-05-04T11:51:49-04:00] guard: elapsed=390.1s MemAvailable=66.43 GiB
[2026-05-04T11:51:51-04:00] guard: elapsed=392.1s MemAvailable=65.62 GiB
[2026-05-04T11:51:53-04:00] guard: elapsed=394.1s MemAvailable=65.34 GiB
[2026-05-04T11:51:55-04:00] guard: elapsed=396.1s MemAvailable=65.09 GiB
[2026-05-04T11:51:57-04:00] guard: elapsed=398.1s MemAvailable=64.85 GiB
[2026-05-04T11:51:59-04:00] guard: elapsed=400.1s MemAvailable=64.60 GiB
[2026-05-04T11:52:01-04:00] guard: elapsed=402.1s MemAvailable=64.33 GiB
[2026-05-04T11:52:03-04:00] guard: elapsed=404.1s MemAvailable=63.81 GiB
[2026-05-04T11:52:05-04:00] guard: elapsed=406.1s MemAvailable=63.60 GiB
[2026-05-04T11:52:07-04:00] guard: elapsed=408.1s MemAvailable=63.36 GiB
[2026-05-04T11:52:09-04:00] guard: elapsed=410.1s MemAvailable=63.13 GiB
[2026-05-04T11:52:11-04:00] guard: elapsed=412.1s MemAvailable=62.93 GiB
[2026-05-04T11:52:13-04:00] guard: elapsed=414.1s MemAvailable=62.70 GiB
[2026-05-04T11:52:15-04:00] guard: elapsed=416.1s MemAvailable=62.53 GiB
[2026-05-04T11:52:17-04:00] guard: elapsed=418.1s MemAvailable=62.51 GiB
[2026-05-04T11:52:19-04:00] guard: elapsed=420.1s MemAvailable=62.28 GiB
[2026-05-04T11:52:21-04:00] guard: elapsed=422.1s MemAvailable=62.07 GiB
[2026-05-04T11:52:23-04:00] guard: elapsed=424.1s MemAvailable=61.84 GiB
[2026-05-04T11:52:25-04:00] guard: elapsed=426.1s MemAvailable=61.62 GiB
[2026-05-04T11:52:27-04:00] guard: elapsed=428.1s MemAvailable=61.40 GiB
[2026-05-04T11:52:29-04:00] guard: elapsed=430.1s MemAvailable=61.19 GiB
[2026-05-04T11:52:31-04:00] guard: elapsed=432.1s MemAvailable=60.95 GiB
[2026-05-04T11:52:33-04:00] guard: elapsed=434.1s MemAvailable=60.73 GiB
[2026-05-04T11:52:35-04:00] guard: elapsed=436.1s MemAvailable=60.49 GiB
[2026-05-04T11:52:37-04:00] guard: elapsed=438.1s MemAvailable=60.04 GiB
[2026-05-04T11:52:39-04:00] guard: elapsed=440.1s MemAvailable=59.83 GiB
[2026-05-04T11:52:41-04:00] guard: elapsed=442.1s MemAvailable=57.86 GiB
[2026-05-04T11:52:43-04:00] guard: elapsed=444.1s MemAvailable=57.41 GiB
[2026-05-04T11:52:45-04:00] guard: elapsed=446.1s MemAvailable=57.19 GiB
[2026-05-04T11:52:47-04:00] guard: elapsed=448.1s MemAvailable=56.76 GiB
[2026-05-04T11:52:49-04:00] guard: elapsed=450.1s MemAvailable=56.67 GiB
[2026-05-04T11:52:51-04:00] guard: elapsed=452.1s MemAvailable=56.63 GiB
[2026-05-04T11:52:53-04:00] guard: elapsed=454.1s MemAvailable=56.63 GiB
[2026-05-04T11:52:55-04:00] guard: elapsed=456.1s MemAvailable=56.62 GiB
[2026-05-04T11:52:57-04:00] guard: elapsed=458.1s MemAvailable=56.62 GiB
[2026-05-04T11:52:59-04:00] guard: elapsed=460.1s MemAvailable=56.62 GiB
[2026-05-04T11:53:01-04:00] guard: elapsed=462.1s MemAvailable=56.63 GiB
[2026-05-04T11:53:03-04:00] guard: elapsed=464.1s MemAvailable=56.63 GiB
[2026-05-04T11:53:05-04:00] guard: elapsed=466.1s MemAvailable=65.70 GiB
{"decode_seconds": 16.238797158002853, "event": "ab_run_done", "name": "materializer-ab-e050-04-cuda", "returncode": 0, "tok_s": 1.9705893046536185, "token_ids_match_first": true, "variant": "cuda"}
[2026-05-04T11:53:07-04:00] guard: docker exited return_code=0 reason=process exited
[2026-05-04T11:53:07-04:00] guard: recovering NVIDIA driver memory
[2026-05-04T11:53:07-04:00] guard: sudo -n systemctl stop nvidia-persistenced
[2026-05-04T11:53:07-04:00] guard: sudo -n modprobe -r nvidia_uvm nvidia_drm nvidia_modeset nvidia
[2026-05-04T11:53:08-04:00] guard: sudo -n modprobe nvidia
[2026-05-04T11:53:11-04:00] guard: sudo -n modprobe nvidia_uvm
[2026-05-04T11:53:11-04:00] guard: sudo -n systemctl start nvidia-persistenced
               total        used        free      shared  buff/cache   available
Mem:           121Gi       3.3Gi        62Gi       180Ki        56Gi       118Gi
Swap:           15Gi        59Mi        15Gi
Mon May  4 11:53:13 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 590.48.01              Driver Version: 590.48.01      CUDA Version: 13.1     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GB10                    On  |   0000000F:01:00.0 Off |                  N/A |
| N/A   44C    P0             15W /  N/A  | Not Supported          |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
